"Country","ISO code","UNICEF Region (unused)","UN region","Income group","Gavi eligibility status","Gavi eligibility (binary)","ARIMA modelled expected 2020 coverage (mean)","ARIMA modelled expected coverage (max 95% CI)","ARIMA modelled expected coverage (min 95% CI)","ARIMA forecast unreliable","ARIMA coverage 95% CI","WUENIC reported 2020 coverage","Coverage delta","Coverage delta (max 95% CI)","Coverage delta (min 95% CI)","95% confident actuals outside expected","Surviving infants","Total missed children","Expected missed children","Additional missed children (mean)","Additional missed children (max 95% CI)","Additional missed children (min 95% CI)"
"Lao People's Democratic Republic","LAO","East Asia & Pacific","Asia","LMIC","Accelerated transition phase","Gavi-eligible","80.0%",0.706003149653334,0.893996850346666,FALSE,0.187993700693332,"79.0%","-1.0%",0.0839968503466658,-0.103996850346666,FALSE,158882,33365,31776,1588,-13345,16523
"Latvia","LVA","Western Europe","Europe","HIC","Never Gavi","Not eligible","98.2%",0.945717777033122,1.01755826757415,FALSE,0.0718404905410249,"99.0%","0.8%",0.0442822229668781,-0.0275582675741468,FALSE,19599,195,359,-163,-867,540
"Lebanon","LBN","Middle East & North Africa","Asia","UMIC","Never Gavi","Not eligible","83.0%",0.807832698145348,0.852167301854652,FALSE,0.0443346037093046,"71.0%","-12.0%",-0.0978326981453477,-0.142167301854652,TRUE,114637,33244,19488,13756,11215,16297
"Lesotho","LSO","Eastern & Southern Africa","Africa","LMIC","Preparatory transition phase","Gavi-eligible","87.8%",0.823917506264427,0.932459810997573,FALSE,0.108542304733146,"87.0%","-0.8%",0.0460824937355729,-0.0624598109975726,FALSE,52510,6826,6396,429,-2419,3279
"Liberia","LBR","West & Central Africa","Africa","LIC","Initial self-financing","Gavi-eligible","70.0%",0.512221963172504,0.887778036827496,FALSE,0.375556073654992,"65.0%","-5.0%",0.137778036827496,-0.237778036827496,FALSE,155704,54496,46711,7785,-21452,37022
"Libya","LBY","Middle East & North Africa","Africa","UMIC","Never Gavi","Not eligible","76.5%",0.656549034041025,0.872773527170344,TRUE,0.216224493129319,"73.0%","-3.5%",0.0734509659589745,-0.142773527170344,FALSE,120886,32639,28449,4190,-8879,17259
"Lithuania","LTU","Western Europe","Europe","HIC","Never Gavi","Not eligible","93.2%",0.909664432745606,0.954323382013065,FALSE,0.0446589492674587,"91.0%","-2.2%",0.000335567254393654,-0.0443233820130651,FALSE,27653,2488,1880,608,-9,1225
"Luxembourg","LUX","Western Europe","Europe","HIC","Never Gavi","Not eligible","99.0%",0.985117387297117,0.993882612702883,FALSE,0.00876522540576574,"99.0%","0.0%",0.00488261270288282,-0.00388261270288293,FALSE,6479,64,68,-3,-31,25
"Madagascar","MDG","Eastern & Southern Africa","Africa","LIC","Initial self-financing","Gavi-eligible","69.7%",0.599927380759949,0.794099594075556,FALSE,0.194172213315607,"68.0%","-1.7%",0.0800726192400509,-0.114099594075556,FALSE,868735,277995,263214,14780,-69561,99122
"Malawi","MWI","Eastern & Southern Africa","Africa","LIC","Initial self-financing","Gavi-eligible","88.9%",0.733770956622442,1.04422904337756,FALSE,0.310458086755117,"94.0%","5.1%",0.206229043377558,-0.104229043377558,FALSE,618131,37087,68612,-31524,-127476,64427
"Malaysia","MYS","East Asia & Pacific","Asia","UMIC","Never Gavi","Not eligible","97.9%",0.951118411849984,1.00626847531548,FALSE,0.0551500634654989,"98.0%","0.1%",0.0288815881500157,-0.0262684753154832,FALSE,528868,10577,11268,-690,-15274,13892
"Maldives","MDV","South Asia","Asia","UMIC","Never Gavi","Not eligible","97.9%",0.960851990122655,0.99694740903988,FALSE,0.0360954189172249,"99.0%","1.1%",0.0291480098773446,-0.00694740903988034,FALSE,6795,67,143,-75,-198,47
"Mali","MLI","West & Central Africa","Africa","LIC","Initial self-financing","Gavi-eligible","75.5%",0.674405858392228,0.835019806512758,FALSE,0.16061394812053,"70.0%","-5.5%",0.0255941416077718,-0.135019806512758,FALSE,772691,231807,189531,42276,-19776,104328
"Malta","MLT","Western Europe","Europe","HIC","Never Gavi","Not eligible","96.6%",0.861760398091819,1.06976507136991,FALSE,0.208004673278095,"98.0%","1.4%",0.118239601908181,-0.0897650713699143,FALSE,4321,86,147,-61,-510,387
"Mauritania","MRT","West & Central Africa","Africa","LMIC","Preparatory transition phase","Gavi-eligible","74.1%",0.579967948739401,0.903032051260599,FALSE,0.323064102521198,"71.0%","-3.1%",0.130032051260599,-0.193032051260599,FALSE,145100,42079,37508,4570,-18867,28008
"Mauritius","MUS","Eastern & Southern Africa","Africa","UMIC","Never Gavi","Not eligible","95.9%",0.901466115593037,1.01602695116768,FALSE,0.11456083557464,"93.0%","-2.9%",0.0285338844069633,-0.0860269511676767,FALSE,12588,881,519,361,-359,1082
"Mexico","MEX","Latin America & Caribbean","Americas","UMIC","Never Gavi","Not eligible","82.0%",0.726649926113719,0.913350073886281,FALSE,0.186700147772561,"74.0%","-8.0%",0.0133500738862806,-0.173350073886281,FALSE,2163632,562544,389453,173090,-28884,375065
"Micronesia (Federated States of)","FSM","East Asia & Pacific","Oceania","LMIC","Never Gavi","Not eligible","80.2%",0.657510766119892,0.947489233880108,FALSE,0.289978467760216,"83.0%","2.8%",0.172489233880108,-0.117489233880108,FALSE,2544,432,502,-69,-438,298
"Mongolia","MNG","East Asia & Pacific","Asia","LMIC","Fully self-financing","Not eligible","97.8%",0.949614502250804,1.0060900110592,FALSE,0.0564755088083957,"96.0%","-1.8%",0.0103854977491957,-0.0460900110592,FALSE,72552,2902,1606,1295,-753,3343
"Mozambique","MOZ","Eastern & Southern Africa","Africa","LIC","Initial self-financing","Gavi-eligible","88.0%",0.820346810401072,0.939653189598928,FALSE,0.119306379197855,"79.0%","-9.0%",-0.0303468104010725,-0.149653189598927,TRUE,1095851,230128,131502,98626,33255,163997
"Myanmar","MMR","East Asia & Pacific","Asia","LMIC","Preparatory transition phase","Gavi-eligible","90.0%",0.786960002313465,1.01303999768653,FALSE,0.22607999537307,"84.0%","-6.0%",0.0530399976865349,-0.173039997686535,FALSE,905655,144904,90565,54339,-48035,156714
"Nauru","NRU","East Asia & Pacific","Oceania","HIC","Never Gavi","Not eligible","96.0%",0.663642245408498,1.2563577545915,FALSE,0.592715509183003,"95.0%","-1.0%",0.286357754591502,-0.306357754591502,FALSE,NA,NA,NA,NA,NA,NA
"Nepal","NPL","South Asia","Asia","LMIC","Initial self-financing","Gavi-eligible","94.8%",0.866944471169995,1.02807411290511,FALSE,0.161129641735111,"84.0%","-10.8%",-0.0269444711699953,-0.188074112905107,TRUE,547858,87657,28757,58899,14761,103037
"Netherlands","NLD","Western Europe","Europe","HIC","Never Gavi","Not eligible","94.0%",0.925080533507927,0.954919466492073,FALSE,0.0298389329841453,"94.0%","0.0%",0.0149194664920727,-0.0149194664920727,FALSE,172687,10361,10361,0,-2576,2576
"New Zealand","NZL","East Asia & Pacific","Oceania","HIC","Never Gavi","Not eligible","92.0%",0.895368518175422,0.944631481824578,FALSE,0.0492629636491553,"92.0%","0.0%",0.0246314818245776,-0.0246314818245776,FALSE,59459,4756,4756,0,-1464,1464
"Nicaragua","NIC","Latin America & Caribbean","Americas","LMIC","Accelerated transition phase","Gavi-eligible","98.0%",0.922240645815754,1.03775935418425,FALSE,0.115518708368491,"92.0%","-6.0%",-0.00224064581575445,-0.117759354184245,TRUE,129019,10321,2580,7741,289,15193
"Niger","NER","West & Central Africa","Africa","LIC","Initial self-financing","Gavi-eligible","83.5%",0.755157874421085,0.914315809789649,FALSE,0.159157935368564,"81.0%","-2.5%",0.0548421255789154,-0.104315809789649,FALSE,1051330,199752,173746,26006,-57657,109670
"Nigeria","NGA","West & Central Africa","Africa","LMIC","Accelerated transition phase","Gavi-eligible","57.0%",0.462460101012625,0.677539898987375,FALSE,0.21507979797475,"57.0%","0.0%",0.107539898987375,-0.107539898987375,FALSE,7196873,3094655,3094655,0,-773950,773950
"Norway","NOR","Western Europe","Europe","HIC","Never Gavi","Not eligible","97.0%",0.945782409439516,0.994217590560484,FALSE,0.0484351811209676,"97.0%","0.0%",0.0242175905604838,-0.0242175905604838,FALSE,59919,1797,1797,0,-1451,1451
"Oman","OMN","Middle East & North Africa","Asia","HIC","Never Gavi","Not eligible","98.8%",0.979956477523965,0.996043522476002,FALSE,0.0160870449520372,"99.0%","0.2%",0.010043522476035,-0.00604352247600215,FALSE,89310,893,1071,-178,-896,539
"Pakistan","PAK","South Asia","Asia","LMIC","Preparatory transition phase","Gavi-eligible","84.0%",0.763824577328513,0.916175422671486,FALSE,0.152350845342973,"77.0%","-7.0%",0.00617542267148652,-0.146175422671486,FALSE,5691818,1309118,910690,398427,-35149,832003
"Palau","PLW","East Asia & Pacific","Oceania","HIC","Never Gavi","Not eligible","94.6%",0.734054554446713,1.15718285405376,FALSE,0.42312829960705,"96.0%","1.4%",0.225945445553287,-0.197182854053763,FALSE,NA,NA,NA,NA,NA,NA
"Panama","PAN","Latin America & Caribbean","Americas","UMIC","Never Gavi","Not eligible","88.0%",0.779656291046609,0.980343708953391,FALSE,0.200687417906781,"74.0%","-14.0%",-0.0396562910466094,-0.240343708953391,TRUE,78510,20412,9421,10991,3113,18869
"Papua New Guinea","PNG","East Asia & Pacific","Oceania","LMIC","Accelerated transition phase","Gavi-eligible","35.0%",0.230694986608318,0.469305013391682,FALSE,0.238610026783363,"39.0%","4.0%",0.159305013391682,-0.0793050133916816,FALSE,228176,139187,148314,-9127,-36349,18095
"Paraguay","PRY","Latin America & Caribbean","Americas","UMIC","Never Gavi","Not eligible","88.1%",0.829888992973964,0.931220872459264,FALSE,0.1013318794853,"79.0%","-9.1%",-0.039888992973964,-0.141220872459264,TRUE,140691,29545,16804,12740,5612,19868
"Peru","PER","Latin America & Caribbean","Americas","UMIC","Never Gavi","Not eligible","90.1%",0.80395547634206,0.99804452365794,FALSE,0.19408904731588,"72.0%","-18.1%",-0.0839554763420601,-0.27804452365794,TRUE,568231,159104,56254,102849,47706,157993
"Philippines","PHL","East Asia & Pacific","Asia","LMIC","Never Gavi","Not eligible","79.5%",0.632993199925837,0.957243178552394,FALSE,0.324249978626558,"71.0%","-8.5%",0.0770068000741633,-0.247243178552395,FALSE,2142391,621293,438936,182356,-164978,529691
"Poland","POL","Western Europe","Europe","HIC","Never Gavi","Not eligible","94.5%",0.932725097203965,0.956660828924744,FALSE,0.0239357317207796,"90.0%","-4.5%",-0.0327250972039645,-0.0566608289247441,TRUE,360699,36069,19949,16120,11803,20437
"Portugal","PRT","Western Europe","Europe","HIC","Never Gavi","Not eligible","99.0%",0.959170761705831,1.02082923829417,FALSE,0.0616584765883381,"99.0%","0.0%",0.0308292382941691,-0.0308292382941691,FALSE,78281,782,782,0,-2413,2413
"Qatar","QAT","Middle East & North Africa","Asia","HIC","Never Gavi","Not eligible","94.9%",0.862532133382799,1.0354678666172,FALSE,0.1729357332344,"82.0%","-12.9%",-0.0425321333827995,-0.2154678666172,TRUE,26513,4772,1352,3420,1127,5712
"Republic of Moldova","MDA","Eastern Europe & Central Asia","Europe","UMIC","Fully self-financing","Not eligible","91.0%",0.85641672385461,0.96358327614539,FALSE,0.107166552290779,"86.0%","-5.0%",0.00358327614538967,-0.10358327614539,FALSE,38910,5447,3501,1945,-139,4030
"Republic of North Macedonia","MKD","Eastern Europe & Central Asia","Europe","UMIC","Never Gavi","Not eligible","94.4%",0.903581799780161,0.984418200219839,FALSE,0.0808364004396775,"84.0%","-10.4%",-0.063581799780161,-0.144418200219839,TRUE,21604,3456,1209,2246,1373,3120
"Romania","ROU","Eastern Europe & Central Asia","Europe","UMIC","Never Gavi","Not eligible","88.0%",0.82814231654896,0.93185768345104,FALSE,0.10371536690208,"87.0%","-1.0%",0.0418576834510399,-0.0618576834510399,FALSE,182824,23767,21938,1828,-7652,11309
"Russian Federation","RUS","Eastern Europe & Central Asia","Europe","UMIC","Never Gavi","Not eligible","97.0%",0.960255646998598,0.979722264323427,FALSE,0.0194666173248286,"97.0%","0.0%",0.00974435300140153,-0.00972226432342704,FALSE,1756664,52699,52719,-19,-17117,17078
"Rwanda","RWA","Eastern & Southern Africa","Africa","LIC","Initial self-financing","Gavi-eligible","97.7%",0.889916687219957,1.06499211204335,FALSE,0.175075424823394,"91.0%","-6.7%",0.0200833127800435,-0.154992112043351,FALSE,387519,34876,8736,26139,-7782,60062
"Saint Kitts and Nevis","KNA","Latin America & Caribbean","Americas","HIC","Never Gavi","Not eligible","97.8%",0.952091615577085,1.00390838442291,FALSE,0.0518167688458282,"99.0%","1.2%",0.0379083844229147,-0.0139083844229135,FALSE,NA,NA,NA,NA,NA,NA
"Saint Lucia","LCA","Latin America & Caribbean","Americas","UMIC","Never Gavi","Not eligible","94.5%",0.788604772602545,1.10075494126234,FALSE,0.312150168659799,"86.0%","-8.5%",0.0713952273974546,-0.240754941262344,FALSE,2114,295,116,179,-150,508
"Saint Vincent and the Grenadines","VCT","Latin America & Caribbean","Americas","UMIC","Never Gavi","Not eligible","98.2%",0.965092969084166,0.998611219841221,FALSE,0.0335182507570546,"97.0%","-1.2%",0.00490703091583389,-0.0286112198412207,FALSE,1524,45,27,18,-7,43
"Samoa","WSM","East Asia & Pacific","Oceania","LMIC","Never Gavi","Not eligible","64.4%",0.34817139026886,0.940411645905617,TRUE,0.592240255636757,"79.0%","14.6%",0.44182860973114,-0.150411645905617,FALSE,4701,987,1672,-684,-2077,707
"San Marino","SMR","Western Europe","Europe","HIC","Never Gavi","Not eligible","88.0%",0.844592051129079,0.915407948870921,FALSE,0.0708158977418414,"89.0%","1.0%",0.0454079488709207,-0.0254079488709207,FALSE,NA,NA,NA,NA,NA,NA
"Saudi Arabia","SAU","Middle East & North Africa","Asia","HIC","Never Gavi","Not eligible","96.0%",0.941455676271626,0.978544323728374,FALSE,0.0370886474567482,"95.0%","-1.0%",0.0085443237283741,-0.0285443237283741,FALSE,581858,29092,23274,5818,-4971,16608
"Senegal","SEN","West & Central Africa","Africa","LMIC","Preparatory transition phase","Gavi-eligible","97.3%",0.870821696284434,1.07444146161028,FALSE,0.203619765325848,"91.0%","-6.3%",0.0391783037155663,-0.164441461610282,FALSE,543533,48917,14875,34042,-21294,89379
"Serbia","SRB","Eastern Europe & Central Asia","Europe","UMIC","Never Gavi","Not eligible","93.7%",0.886723088290426,0.986276911709675,FALSE,0.0995538234192481,"92.0%","-1.7%",0.0332769117095736,-0.0662769117096745,FALSE,80844,6467,5133,1333,-2690,5358
"Seychelles","SYC","Eastern & Southern Africa","Africa","HIC","Never Gavi","Not eligible","98.5%",0.965739864526817,1.00346554935306,FALSE,0.0377256848262429,"97.0%","-1.5%",0.00426013547318316,-0.0334655493530598,FALSE,1549,46,23,22,-6,51
"Sierra Leone","SLE","West & Central Africa","Africa","LIC","Initial self-financing","Gavi-eligible","95.0%",0.800530421438358,1.09946957856164,FALSE,0.298939157123284,"91.0%","-4.0%",0.109469578561642,-0.189469578561642,FALSE,238942,21504,11947,9557,-26156,45272
"Slovakia","SVK","Western Europe","Europe","HIC","Never Gavi","Not eligible","97.6%",0.968629608669292,0.983763817603292,FALSE,0.0151342089339999,"97.0%","-0.6%",0.00137039133070826,-0.0137638176032916,FALSE,55397,1661,1318,343,-75,762
"Slovenia","SVN","Western Europe","Europe","HIC","Never Gavi","Not eligible","94.9%",0.928183821173297,0.969223810384725,FALSE,0.0410399892114279,"95.0%","0.1%",0.0218161788267033,-0.0192238103847246,FALSE,19328,966,991,-25,-421,371
"Solomon Islands","SLB","East Asia & Pacific","Oceania","LMIC","Accelerated transition phase","Gavi-eligible","86.9%",0.763184870873266,0.974815129126734,TRUE,0.211630258253468,"94.0%","7.1%",0.176815129126734,-0.0348151291267341,FALSE,21277,1276,2787,-1510,-3762,740
"Somalia","SOM","Eastern & Southern Africa","Africa","LIC","Initial self-financing","Gavi-eligible","42.0%",0.326622980851711,0.513377019148289,FALSE,0.186754038296578,"42.0%","0.0%",0.0933770191482892,-0.0933770191482892,FALSE,616683,357676,357676,0,-57584,57584
"South Africa","ZAF","Eastern & Southern Africa","Africa","UMIC","Never Gavi","Not eligible","85.0%",0.776664128206753,0.923335871793247,FALSE,0.146671743586494,"84.0%","-1.0%",0.063335871793247,-0.083335871793247,FALSE,1142628,182820,171394,11426,-72369,95221
"Spain","ESP","Western Europe","Europe","HIC","Never Gavi","Not eligible","96.5%",0.948114311788804,0.982885688211124,FALSE,0.0347713764223201,"98.0%","1.5%",0.0318856882111956,-0.00288568821112445,FALSE,379575,7591,13095,-5503,-12103,1095
"Sri Lanka","LKA","South Asia","Asia","LMIC","Fully self-financing","Not eligible","99.0%",0.976762506626411,1.00323749337359,FALSE,0.0264749867471776,"96.0%","-3.0%",-0.0167625066264112,-0.0432374933735888,TRUE,324141,12965,3241,9724,5433,14015
"State of Palestine","PSE","Middle East & North Africa","Asia","LMIC","Never Gavi","Not eligible","99.0%",0.957572827880185,1.02242717211981,FALSE,0.0648543442396298,"99.0%","0.0%",0.0324271721198149,-0.0324271721198148,FALSE,141786,1417,1417,0,-4597,4597
"Sudan","SDN","Eastern & Southern Africa","Africa","LIC","Accelerated transition phase","Gavi-eligible","94.6%",0.867587899669616,1.02504367927767,FALSE,0.157455779608056,"90.0%","-4.6%",0.0324121003303844,-0.125043679277671,FALSE,1327273,132727,71253,61473,-43019,165967
"Suriname","SUR","Latin America & Caribbean","Americas","UMIC","Never Gavi","Not eligible","77.4%",0.658511312742473,0.888840086206968,TRUE,0.230328773464495,"51.0%","-26.4%",-0.148511312742473,-0.378840086206968,TRUE,10414,5102,2356,2745,1546,3945
"Sweden","SWE","Western Europe","Europe","HIC","Never Gavi","Not eligible","98.0%",0.96993574741873,0.99006425258127,FALSE,0.0201285051625391,"97.0%","-1.0%",6.42525812695194e-05,-0.0200642525812695,FALSE,119427,3582,2388,1194,-7,2396
"Switzerland","CHE","Western Europe","Europe","HIC","Never Gavi","Not eligible","96.2%",0.954223733761827,0.968934160975015,FALSE,0.0147104272131875,"96.0%","-0.2%",0.00577626623817262,-0.00893416097501487,FALSE,88231,3529,3389,139,-509,788
"Syrian Arab Republic","SYR","Middle East & North Africa","Asia","LIC","Initial self-financing","Gavi-eligible","54.0%",0.40361491784878,0.67638508215122,FALSE,0.27277016430244,"49.0%","-5.0%",0.0863850821512201,-0.18638508215122,FALSE,414928,211613,190866,20746,-35843,77336
"Tajikistan","TJK","Eastern Europe & Central Asia","Asia","LMIC","Initial self-financing","Gavi-eligible","97.0%",0.927817761282953,1.01218223871705,FALSE,0.0843644774340939,"97.0%","0.0%",0.042182238717047,-0.042182238717047,FALSE,270481,8114,8114,0,-11409,11409
"Thailand","THA","East Asia & Pacific","Asia","UMIC","Never Gavi","Not eligible","97.2%",0.958181191887412,0.986142469373531,FALSE,0.0279612774861187,"97.0%","-0.2%",0.0118188081125876,-0.016142469373531,FALSE,691597,20747,19252,1495,-8173,11164
"Togo","TGO","West & Central Africa","Africa","LIC","Initial self-financing","Gavi-eligible","84.0%",0.726781519387324,0.953218480612676,FALSE,0.226436961225352,"82.0%","-2.0%",0.0932184806126761,-0.133218480612676,FALSE,255632,46013,40901,5112,-23829,34054
"Tonga","TON","East Asia & Pacific","Oceania","UMIC","Never Gavi","Not eligible","98.1%",0.936147259240584,1.02566811584163,FALSE,0.089520856601042,"99.0%","0.9%",0.0538527407594157,-0.0356681158416263,FALSE,2473,24,47,-22,-133,88
"Tunisia","TUN","Middle East & North Africa","Africa","LMIC","Never Gavi","Not eligible","92.0%",0.893394974458293,0.946605025541707,FALSE,0.0532100510834139,"92.0%","0.0%",0.026605025541707,-0.026605025541707,FALSE,193610,15488,15488,0,-5150,5150
"Turkey","TUR","Eastern Europe & Central Asia","Asia","UMIC","Never Gavi","Not eligible","99.0%",0.882084144981468,1.09791585501853,FALSE,0.215831710037063,"98.0%","-1.0%",0.0979158550185315,-0.117915855018532,FALSE,1290580,25811,12905,12905,-126368,152179
"Turkmenistan","TKM","Eastern Europe & Central Asia","Asia","UMIC","Never Gavi","Not eligible","96.9%",0.900523014209224,1.03647698579091,FALSE,0.135953971581689,"98.0%","1.1%",0.0794769857907758,-0.0564769857909129,FALSE,129040,2580,4064,-1483,-10255,7287
"Tuvalu","TUV","East Asia & Pacific","Oceania","UMIC","Never Gavi","Not eligible","93.4%",0.847897789333571,1.02110221066625,FALSE,0.173204421332682,"95.0%","1.6%",0.102102210666429,-0.0711022106662529,FALSE,NA,NA,NA,NA,NA,NA
"Uganda","UGA","Eastern & Southern Africa","Africa","LIC","Initial self-financing","Gavi-eligible","96.2%",0.913672232849882,1.01001452013596,FALSE,0.0963422872860825,"89.0%","-7.2%",-0.023672232849882,-0.120014520135964,TRUE,1599420,175936,61028,114907,37861,191953
"Ukraine","UKR","Eastern Europe & Central Asia","Europe","LMIC","Fully self-financing","Not eligible","80.0%",0.458890099796539,1.14110990020346,FALSE,0.682219800406923,"81.0%","1.0%",0.351109900203461,-0.331109900203461,FALSE,393150,74698,78629,-3931,-138038,130175
"United Arab Emirates","ARE","Middle East & North Africa","Asia","HIC","Never Gavi","Not eligible","99.0%",0.969390270778513,1.01060972922149,FALSE,0.0412194584429741,"90.0%","-9.0%",-0.0693902707785129,-0.110609729221487,TRUE,99509,9950,995,8955,6904,11006
"United Kingdom","GBR","Western Europe","Europe","HIC","Never Gavi","Not eligible","93.0%",0.917275493670162,0.942724506329838,FALSE,0.0254490126596758,"93.0%","0.0%",0.0127245063298379,-0.0127245063298379,FALSE,768683,53807,53807,0,-9781,9781
"United Republic of Tanzania","TZA","Eastern & Southern Africa","Africa","LMIC","Preparatory transition phase","Gavi-eligible","89.0%",0.81590078998559,0.964026561888749,FALSE,0.148125771903159,"86.0%","-3.0%",0.0440992100144096,-0.104026561888749,FALSE,2071868,290061,227980,62080,-91367,215529
"United States","USA","North America","Americas","HIC","Never Gavi","Not eligible","94.3%",0.928866873009609,0.958053992318184,FALSE,0.0291871193085746,"93.0%","-1.3%",0.00113312699039114,-0.0280539923181835,FALSE,3935040,275452,222485,52967,-4458,110393
"Uruguay","URY","Latin America & Caribbean","Americas","HIC","Never Gavi","Not eligible","94.9%",0.921454111554971,0.977343891815614,FALSE,0.0558897802606426,"92.0%","-2.9%",-0.00145411155497122,-0.0573438918156138,TRUE,46889,3751,2372,1378,68,2688
"Uzbekistan","UZB","Eastern Europe & Central Asia","Asia","LMIC","Accelerated transition phase","Gavi-eligible","96.8%",0.95094696552461,0.985518756544497,FALSE,0.0345717910198868,"95.0%","-1.8%",-0.000946965524609822,-0.0355187565444967,TRUE,664069,33203,21095,12107,628,23586
"Vanuatu","VUT","East Asia & Pacific","Oceania","LMIC","Never Gavi","Not eligible","91.0%",0.862887219209768,0.957112780790208,FALSE,0.0942255615804399,"78.0%","-13.0%",-0.0828872192097678,-0.177112780790208,TRUE,8654,1903,778,1125,717,1532
"Venezuela (Bolivarian Republic of)","VEN","Latin America & Caribbean","Americas","","Never Gavi","Not eligible","71.4%",0.523443493777231,0.904418054226368,TRUE,0.380974560449137,"54.0%","-17.4%",0.0165565062227693,-0.364418054226368,FALSE,495337,227855,141700,86154,-8201,180509
"Viet Nam","VNM","East Asia & Pacific","Asia","LMIC","Fully self-financing","Not eligible","91.1%",0.716255789142756,1.10574421085724,FALSE,0.389488421714488,"94.0%","2.9%",0.223744210857244,-0.165744210857244,FALSE,1541383,92482,137183,-44700,-344875,255475
"Yemen","YEM","Middle East & North Africa","Asia","LIC","Initial self-financing","Gavi-eligible","76.4%",0.695583185778783,0.833194816845367,FALSE,0.137611631066585,"72.0%","-4.4%",0.0244168142212174,-0.113194816845367,FALSE,837019,234365,197210,37154,-20437,94746
"Zambia","ZMB","Eastern & Southern Africa","Africa","LMIC","Preparatory transition phase","Gavi-eligible","86.3%",0.789388457343064,0.937357266376887,FALSE,0.147968809033822,"84.0%","-2.3%",0.0506115426569359,-0.0973572663768866,FALSE,625937,100149,85519,14629,-31679,60939
"Zimbabwe","ZWE","Eastern & Southern Africa","Africa","LMIC","Initial self-financing","Gavi-eligible","90.0%",0.810973829125053,0.989026170874947,FALSE,0.178052341749893,"86.0%","-4.0%",0.0490261708749467,-0.129026170874947,FALSE,416366,58291,41636,16654,-20412,53722
